barcode,genus_name,species,site,start_date,type,det,year,number,technique
20022343,Lasioglossum,sp.,Wappo Hill,8/26/02,,R. Brooks,2002,5,netting
20022344,Lasioglossum,sp.,Wappo Hill,8/26/02,,R. Brooks,2002,1,netting
20022345,Lasioglossum,sp.,Wappo Hill,8/26/02,,R. Brooks,2002,5,netting
20022352,Ceratina,nanula,Wappo Hill,6/17/02,Female,R. W. Brooks,2002,1,netting
20022353,Ceratina,nanula,Wappo Hill,8/12/02,Female,R. W. Brooks,2002,1,netting
20022354,Ceratina,nanula,Wappo Hill,6/17/02,Female,R. W. Brooks,2002,1,netting
20022356,Ceratina,nanula,Wappo Hill,6/12/02,Female,R. W. Brooks,2002,1,netting
20022358,Ceratina,nanula,Wappo Hill,8/12/02,Female,R. W. Brooks,2002,1,netting
20022360,Ceratina,nanula,Wappo Hill,8/12/02,Female,R. W. Brooks,2002,1,netting
20022367,Ceratina,nanula,Wappo Hill,5/24/02,Female,R. W. Brooks,2002,1,netting
20022369,Ceratina,punctigena,Wappo Hill,7/15/02,Female,R. W. Brooks,2002,1,netting
20022370,Ceratina,punctigena,Wappo Hill,5/24/02,Female,R. W. Brooks,2002,1,netting
20022371,Ceratina,punctigena,Wappo Hill,6/17/02,Female,R. W. Brooks,2002,1,netting
20022375,Ceratina,acantha,Stag's Leap,7/31/02,Female,R. W. Brooks,2002,1,netting
20022376,Ceratina,acantha,Stag's Leap,7/31/02,Female,R. W. Brooks,2002,1,netting
20022377,Ceratina,acantha,Stag's Leap,7/31/02,Female,R. W. Brooks,2002,1,netting
20022380,Ceratina,acantha,Stag's Leap,7/15/02,Female,R. W. Brooks,2002,1,netting
20022381,Ceratina,acantha,Stag's Leap,5/6/02,Female,R. W. Brooks,2002,1,netting
20022383,Agapostemon,texanus,Wappo Hill,7/31/02,Female,R. W. Brooks,2002,1,netting
20022386,Agapostemon,texanus,Wappo Hill,8/12/02,Female,R. W. Brooks,2002,1,netting
20022389,Agapostemon,texanus,Wappo Hill,7/31/02,Female,R. W. Brooks,2002,1,netting
20022391,Agapostemon,texanus,Wappo Hill,7/31/02,Female,R. W. Brooks,2002,1,netting
20022419,Melissodes,stearnsi,Saintsbury,8/22/02,Female,R. W. Brooks,2002,1,netting
20022423,Melissodes,stearnsi,Saintsbury,7/26/02,Female,R. W. Brooks,2002,1,netting
20022433,Melissodes,stearnsi,Saintsbury,7/26/02,Female,R. W. Brooks,2002,1,netting
20022452,Ceratina,acantha,Wappo Hill,8/26/02,Female,R. W. Brooks,2002,1,netting
20022455,Ceratina,acantha,Wappo Hill,8/12/02,Female,R. W. Brooks,2002,1,netting
20022456,Ceratina,acantha,Wappo Hill,8/26/02,Female,R. W. Brooks,2002,1,netting
20022457,Ceratina,acantha,Wappo Hill,8/26/02,Female,R. W. Brooks,2002,1,netting
20022458,Ceratina,acantha,Wappo Hill,8/26/02,Female,R. W. Brooks,2002,1,netting
20022459,Ceratina,acantha,Wappo Hill,8/26/02,Female,R. W. Brooks,2002,1,netting
20022460,Ceratina,acantha,Wappo Hill,8/26/02,Female,R. W. Brooks,2002,1,netting
20022461,Ceratina,acantha,Wappo Hill,8/26/02,Female,R. W. Brooks,2002,1,netting
20022462,Ceratina,acantha,Wappo Hill,8/26/02,Female,R. W. Brooks,2002,1,netting
20022465,Ceratina,acantha,Wappo Hill,8/26/02,Female,R. W. Brooks,2002,1,netting
20022467,Ceratina,acantha,Wappo Hill,8/26/02,Female,R. W. Brooks,2002,1,netting
20022470,Ceratina,acantha,Wappo Hill,8/26/02,Female,R. W. Brooks,2002,1,netting
20022475,Ceratina,acantha,Wappo Hill,6/17/02,Female,R. W. Brooks,2002,1,netting
20022477,Ceratina,acantha,Wappo Hill,8/26/02,Female,R. W. Brooks,2002,1,netting
20022545,Melissodes,stearnsi,Goode,8/5/02,Male,R. W. Brooks,2002,1,netting
20022548,Melissodes,stearnsi,Saintsbury,7/26/02,Male,R. W. Brooks,2002,1,netting
20022552,Melissodes,stearnsi,Saintsbury,7/26/02,Male,R. W. Brooks,2002,1,netting
20022560,Melissodes,stearnsi,Saintsbury,7/26/02,Male,R. W. Brooks,2002,1,netting
20022567,Melissodes,stearnsi,Saintsbury,8/22/02,Male,R. W. Brooks,2002,1,netting
20022568,Melissodes,stearnsi,Saintsbury,8/22/02,Male,R. W. Brooks,2002,1,netting
20022600,Melissodes,lupina,Wappo Hill,6/17/02,Female,T.L. Griswold,2002,1,netting
20022606,Melissodes,lupina,Wappo Hill,6/17/02,Male,R. W. Brooks,2002,1,netting
20022617,Ceratina,sequoiae,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022621,Ceratina,sequoiae,Stag's Leap,8/12/02,Female,R. W. Brooks,2002,1,netting
20022628,Ceratina,sequoiae,Stag's Leap,6/17/02,Female,R. W. Brooks,2002,1,netting
20022629,Ceratina,sequoiae,Stag's Leap,8/26/02,Female,R. W. Brooks,2002,1,netting
20022629,Ceratina,sequoiae,Stag's Leap,8/26/02,Female,R. W. Brooks,2002,1,netting
20022634,Ceratina,sequoiae,Stag's Leap,8/12/02,Female,R. W. Brooks,2002,1,netting
20022636,Ceratina,acantha,Goode,4/22/02,Male,R. W. Brooks,2002,1,netting
20022638,Ceratina,acantha,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022642,Ceratina,acantha,Stag's Leap,8/12/02,Female,R. W. Brooks,2002,1,netting
20022643,Ceratina,acantha,Stag's Leap,7/31/02,Female,R. W. Brooks,2002,1,netting
20022644,Ceratina,acantha,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022645,Ceratina,acantha,Stag's Leap,7/31/02,Female,R. W. Brooks,2002,1,netting
20022646,Ceratina,acantha,Stag's Leap,8/12/02,Female,R. W. Brooks,2002,1,netting
20022647,Ceratina,acantha,Goode,4/22/02,Female,R. W. Brooks,2002,1,netting
20022648,Ceratina,timberlakei,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022649,Ceratina,timberlakei,Veteran's Home,8/26/02,Female,R. W. Brooks,2002,1,netting
20022651,Ceratina,acantha,Goode,6/10/02,Female,R. W. Brooks,2002,1,netting
20022656,Ceratina,timberlakei,Veteran's Home,6/3/02,Female,R. W. Brooks,2002,1,netting
20022660,Ceratina,timberlakei,Veteran's Home,6/3/02,Female,R. W. Brooks,2002,1,netting
20022681,Ceratina,nanula,Stag's Leap,7/31/02,Female,R. W. Brooks,2002,1,netting
20022683,Ceratina,nanula,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022684,Ceratina,nanula,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022685,Ceratina,nanula,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022686,Ceratina,nanula,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022695,Ceratina,nanula,Veteran's Home,6/3/02,Female,R. W. Brooks,2002,1,netting
20022704,Ceratina,nanula,Veteran's Home,7/16/02,Female,R. W. Brooks,2002,1,netting
20022705,Ceratina,nanula,Veteran's Home,7/31/02,Female,R. W. Brooks,2002,1,netting
20022711,Ceratina,nanula,Veteran's Home,6/3/02,Female,R. W. Brooks,2002,1,netting
20022712,Ceratina,nanula,Veteran's Home,8/26/02,Female,R. W. Brooks,2002,1,netting
20022717,Ceratina,nanula,Veteran's Home,7/31/02,Female,R. W. Brooks,2002,1,netting
20022720,Ceratina,nanula,Bouverie Preserve,5/31/02,Female,R. W. Brooks,2002,1,netting
20022721,Ceratina,nanula,Veteran's Home,6/3/02,Female,R. W. Brooks,2002,1,netting
20022723,Ceratina,nanula,Stag's Leap,7/31/02,Male,R. W. Brooks,2002,1,netting
20022725,Ceratina,nanula,Stag's Leap,7/31/02,Male,R. W. Brooks,2002,1,netting
20022735,Ceratina,nanula,Stag's Leap,8/26/02,Male,R. W. Brooks,2002,1,netting
20022735,Ceratina,nanula,Stag's Leap,8/26/02,Male,R. W. Brooks,2002,1,netting
20022744,Ceratina,acantha,Veteran's Home,7/1/02,Male,R. W. Brooks,2002,1,netting
20022760,Ceratina,acantha,Veteran's Home,7/31/02,Male,R. W. Brooks,2002,1,netting
20022765,Ceratina,acantha,Saintsbury,8/7/02,Male,R. W. Brooks,2002,1,netting
20022766,Ceratina,acantha,Wappo Hill,8/26/02,Male,R. W. Brooks,2002,1,netting
20022772,Ceratina,punctigena,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022773,Ceratina,tejonensis,Quintessa,6/7/02,Female,R. W. Brooks,2002,1,netting
20022774,Ceratina,punctigena,Stag's Leap,5/24/02,Female,R. W. Brooks,2002,1,netting
20022778,Ceratina,tejonensis,Veteran's Home,6/3/02,Female,R. W. Brooks,2002,1,netting
20022779,Ceratina,tejonensis,Veteran's Home,6/3/02,Female,R. W. Brooks,2002,1,netting
20022781,Ceratina,tejonensis,Veteran's Home,6/3/02,Female,R. W. Brooks,2002,1,netting
20022782,Ceratina,punctigena,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022784,Ceratina,punctigena,Stag's Leap,5/24/02,Female,R. W. Brooks,2002,1,netting
20022785,Ceratina,punctigena,Stag's Leap,7/31/02,female,R. W. Brooks,2002,1,netting
20022786,Ceratina,tejonensis,Veteran's Home,7/1/02,Female,R. W. Brooks,2002,1,netting
20022788,Ceratina,tejonensis,Veteran's Home,7/31/02,Female,R. W. Brooks,2002,1,netting
20022790,Ceratina,punctigena,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022791,Ceratina,tejonensis,Veteran's Home,6/3/02,Female,R. W. Brooks,2002,1,netting
20022796,Ceratina,sequoiae,Stag's Leap,6/17/02,Male,R. W. Brooks,2002,1,netting
20022801,Ceratina,acantha,Stag's Leap,8/12/02,Female,R. W. Brooks,2002,1,netting
20022807,Ceratina,punctigena,Stag's Leap,5/24/02,Male,R. W. Brooks,2002,1,netting
20022808,Ceratina,micheneri,Stag's Leap,7/3/02,Male,R. W. Brooks,2002,1,netting
20022817,Ceratina,timberlakei,Stag's Leap,5/24/02,Female,R. W. Brooks,2002,1,netting
20022832,Ceratina,acantha,Stag's Leap,7/31/02,Female,R. W. Brooks,2002,1,netting
20022834,Ceratina,acantha,Stag's Leap,7/31/02,Female,R. W. Brooks,2002,1,netting
20022838,Ceratina,acantha,Stag's Leap,7/31/02,Female,R. W. Brooks,2002,1,netting
20022845,Ceratina,acantha,Hudson,8/7/02,Female,R. W. Brooks,2002,1,netting
20022864,Ceratina,timberlakei,Veteran's Home,7/31/02,Female,R. W. Brooks,2002,1,netting
20022877,Ceratina,timberlakei,Stag's Leap,5/24/02,Female,R. W. Brooks,2002,1,netting
20022878,Ceratina,timberlakei,Stag's Leap,6/17/02,Female,R. W. Brooks,2002,1,netting
20022880,Ceratina,timberlakei,Stag's Leap,7/15/02,Female,R. W. Brooks,2002,1,netting
20022882,Ceratina,timberlakei,Stag's Leap,7/31/02,Female,R. W. Brooks,2002,1,netting
20022886,Ceratina,timberlakei,Stag's Leap,7/31/02,Female,R. W. Brooks,2002,1,netting
20022887,Ceratina,timberlakei,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022890,Ceratina,timberlakei,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022891,Ceratina,timberlakei,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022894,Ceratina,timberlakei,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022899,Ceratina,timberlakei,Stag's Leap,7/31/02,Female,R. W. Brooks,2002,1,netting
20022902,Ceratina,timberlakei,Hudson,8/7/02,Female,R. W. Brooks,2002,1,netting
20022907,Ceratina,timberlakei,Bouverie Preserve,5/31/02,Female,R. W. Brooks,2002,1,netting
20022909,Ceratina,timberlakei,Stag's Leap,6/7/02,Female,R. W. Brooks,2002,1,netting
20022914,Ceratina,acantha,Veteran's Home,7/16/02,Female,R. W. Brooks,2002,1,netting
20022917,Ceratina,acantha,Veteran's Home,7/16/02,Female,R. W. Brooks,2002,1,netting
20022918,Ceratina,acantha,Veteran's Home,7/16/02,Female,R. W. Brooks,2002,1,netting
20022919,Ceratina,acantha,Veteran's Home,7/16/02,Female,R. W. Brooks,2002,1,netting
20022921,Ceratina,acantha,Veteran's Home,7/1/02,Female,R. W. Brooks,2002,1,netting
20022928,Ceratina,acantha,Veteran's Home,6/3/02,Female,R. W. Brooks,2002,1,netting
20022929,Ceratina,acantha,Veteran's Home,6/3/02,Female,R. W. Brooks,2002,1,netting
20022931,Ceratina,acantha,Stag's Leap,5/24/02,Female,R. W. Brooks,2002,1,netting
20022932,Ceratina,acantha,Stag's Leap,7/31/02,Female,R. W. Brooks,2002,1,netting
20022937,Ceratina,acantha,Veteran's Home,7/16/02,Female,R. W. Brooks,2002,1,netting
20022942,Ceratina,acantha,Veteran's Home,7/16/02,Female,R. W. Brooks,2002,1,netting
20022967,Ceratina,acantha,Saintsbury,6/27/02,Female,R. W. Brooks,2002,1,netting
20022968,Ceratina,acantha,Saintsbury,6/27/02,Female,R. W. Brooks,2002,1,netting
20022969,Ceratina,acantha,Veteran's Home,7/31/02,Female,R. W. Brooks,2002,1,netting
20022970,Ceratina,acantha,Veteran's Home,7/31/02,Female,R. W. Brooks,2002,1,netting
20022972,Ceratina,acantha,Veteran's Home,7/31/02,Female,R. W. Brooks,2002,1,netting
20022973,Ceratina,acantha,Veteran's Home,7/31/02,Female,R. W. Brooks,2002,1,netting
20022974,Ceratina,acantha,Saintsbury,7/10/02,Female,R. W. Brooks,2002,1,netting
20022975,Ceratina,acantha,Saintsbury,6/27/02,Female,R. W. Brooks,2002,1,netting
20022976,Ceratina,acantha,Saintsbury,6/14/02,Female,R. W. Brooks,2002,1,netting
20022977,Ceratina,acantha,Saintsbury,6/14/02,Female,R. W. Brooks,2002,1,netting
20022978,Ceratina,acantha,Saintsbury,6/14/02,Female,R. W. Brooks,2002,1,netting
20022979,Ceratina,acantha,Saintsbury,6/27/02,Female,R. W. Brooks,2002,1,netting
20022980,Ceratina,acantha,Saintsbury,6/14/02,Female,R. W. Brooks,2002,1,netting
20022981,Ceratina,acantha,Saintsbury,6/14/02,Female,R. W. Brooks,2002,1,netting
20022982,Ceratina,acantha,Saintsbury,6/14/02,Female,R. W. Brooks,2002,1,netting
20022983,Ceratina,acantha,Saintsbury,6/14/02,Female,R. W. Brooks,2002,1,netting
20023002,Ashmeadiella,californica,Veteran's Home,7/1/02,Female,R. W. Brooks,2002,26,netting
20023037,Eucera,actuosa,Goode,3/26/02,Female,R. Brooks,2002,1,netting
20023055,Ashmeadiella,californica,Veteran's Home,7/1/02,Male,R. W. Brooks,2002,20,netting
20023057,Dianthidium,ulkei,Veteran's Home,7/1/02,Female,R. W. Brooks,2002,1,netting
20023071,Eucera,cordleyi,Wappo Hill,5/24/02,Female,R. W. Brooks,2002,1,netting
20023082,Ashmeadiella,californica,Veteran's Home,7/1/02,Male,R. W. Brooks,2002,20,netting
20023084,Dianthidium,pudicum,Stag's Leap,7/15/02,Female,R. W. Brooks,2002,1,netting
20023088,Osmia,sp.,Veteran's Home,4/19/02,Male,T.L. Griswold,2002,1,netting
20023089,Osmia,sp.,Veteran's Home,5/3/02,Male,T.L. Griswold,2002,1,netting
20023092,Osmia,coloradensis,Quintessa,5/23/02,Male,R. W. Brooks,2002,1,netting
20023093,Osmia,coloradensis,Saintsbury,6/4/02,Male,R. W. Brooks,2002,1,netting
20023094,Osmia,coloradensis,Quintessa,5/3/02,Male,R. W. Brooks,2002,1,netting
20023098,Osmia,coloradensis,Quintessa,5/3/02,Male,R. W. Brooks,2002,1,netting
20023099,Osmia,coloradensis,Quintessa,5/23/02,Male,R. W. Brooks,2002,1,netting
20023100,Osmia,coloradensis,Saintsbury,6/4/02,Male,R. W. Brooks,2002,1,netting
20023101,Osmia,coloradensis,Saintsbury,6/4/02,Male,R. W. Brooks,2002,1,netting
20023102,Osmia,coloradensis,Veteran's Home,5/22/02,Male,R. W. Brooks,2002,1,netting
20023103,Osmia,coloradensis,Hudson,6/4/02,Male,R. W. Brooks,2002,1,netting
20023105,Osmia,coloradensis,Hudson,5/17/02,Male,R. W. Brooks,2002,1,netting
20023107,Osmia,coloradensis,Veteran's Home,6/3/02,Male,R. W. Brooks,2002,1,netting
20023108,Osmia,coloradensis,Veteran's Home,5/22/02,Male,R. W. Brooks,2002,1,netting
20023109,Ashmeadiella,californica,Stag's Leap,6/17/02,Female,R. W. Brooks,2002,26,netting
20023110,Ashmeadiella,difugita,Quintessa,5/23/02,Female,R. W. Brooks,2002,1,netting
20023113,Osmia,atrocyanea,Saintsbury,6/4/02,Female,T.L. Griswold,2002,1,netting
20023117,Osmia,coloradensis,Stag's Leap,5/6/02,Male,R. W. Brooks,2002,1,netting
20023118,Osmia,coloradensis,Quintessa,5/23/02,Male,R. W. Brooks,2002,1,netting
20023120,Osmia,coloradensis,Goode,4/22/02,Male,R. W. Brooks,2002,1,netting
20023121,Osmia,sp. 8,Quintessa,5/3/02,Male,R. W. Brooks,2002,1,netting
20023129,Osmia,sp. 26,Quintessa,5/3/02,Male,R. W. Brooks,2002,1,netting
20023139,Dianthidium,dubium,Veteran's Home,7/1/02,Male,R. W. Brooks,2002,1,netting
20023146,Osmia,sp. 17,Goode,4/22/02,Male,R. W. Brooks,2002,1,netting
20023147,Osmia,sp. 17,Goode,4/22/02,Male,R. W. Brooks,2002,1,netting
20023150,Osmia,sp. 17,Veteran's Home,5/22/02,Male,R. W. Brooks,2002,1,netting
20023160,Osmia,sp. 22,Saintsbury,5/17/02,Male,R. W. Brooks,2002,1,netting
20023162,Osmia,nemoris,Bouverie Preserve,5/31/02,Male,R. W. Brooks,2002,1,netting
20023166,Dianthidium,dubium,Stag's Leap,7/31/02,Male,R. W. Brooks,2002,1,netting
20023167,Osmia,atrocyanea,Goode,4/22/02,Female,T.L. Griswold,2002,1,netting
20023168,Osmia,atrocyanea,Saintsbury,6/14/02,Female,T.L. Griswold,2002,1,netting
20023172,Osmia,nemoris,Bouverie Preserve,5/10/02,Male,R. W. Brooks,2002,1,netting
20023172,Osmia,nemoris,Bouverie Preserve,5/10/02,Male,R. W. Brooks,2002,1,netting
20023187,Osmia,gabrielis,Veteran's Home,5/3/02,Female,R. W. Brooks,2002,1,netting
20023193,Dianthidium,dubium,Veteran's Home,8/12/02,Male,R. W. Brooks,2002,1,netting
20023215,Osmia,coloradensis,Veteran's Home,4/19/02,Male,R. W. Brooks,2002,1,netting
20023220,Megachile,sp. 3,Saintsbury,7/10/02,Male,R. W. Brooks,2002,1,netting
20023235,Bombus,vosnesenskii,Hudson,5/2/02,Male,Ro. Thorp,2002,1,netting
20023272,Megachile,apicalis,Veteran's Home,7/1/02,Female,R. W. Brooks,2002,1,netting
20023273,Megachile,apicalis,Saintsbury,8/7/02,Female,R. W. Brooks,2002,1,netting
20023274,Megachile,apicalis,Saintsbury,7/10/02,Female,R. W. Brooks,2002,1,netting
20023275,Megachile,apicalis,Saintsbury,8/7/02,Female,R. W. Brooks,2002,1,netting
20023276,Megachile,apicalis,Saintsbury,7/26/02,Female,R. W. Brooks,2002,1,netting
20023277,Megachile,apicalis,Saintsbury,6/14/02,Female,R. W. Brooks,2002,1,netting
20023279,Megachile,apicalis,Saintsbury,7/26/02,Female,R. W. Brooks,2002,1,netting
20023280,Megachile,apicalis,Veteran's Home,7/16/02,Female,R. W. Brooks,2002,1,netting
20023281,Megachile,apicalis,Saintsbury,8/7/02,Female,R. W. Brooks,2002,1,netting
20023282,Megachile,apicalis,Saintsbury,7/26/02,Female,R. W. Brooks,2002,1,netting
20023288,Ashmeadiella,californica,Saintsbury,7/26/02,Male,R. W. Brooks,2002,1,netting
20023291,Ashmeadiella,difugita,Stag's Leap,8/26/02,Male,R. W. Brooks,2002,19,netting
20023291,Ashmeadiella,difugita,Stag's Leap,8/26/02,Male,R. W. Brooks,2002,19,netting
20023293,Ashmeadiella,difugita,Veteran's Home,7/16/02,Male,R. W. Brooks,2002,19,netting
20023294,Ashmeadiella,difugita,Veteran's Home,7/1/02,Male,R. W. Brooks,2002,19,netting
20023296,Megachile,apicalis,Saintsbury,7/10/02,Female,R. W. Brooks,2002,1,netting
20023297,Megachile,apicalis,Saintsbury,7/10/02,Female,R. W. Brooks,2002,1,netting
20023298,Megachile,brevis,Goode,7/23/02,Female,R. W. Brooks,2002,1,netting
20023304,Megachile,apicalis,Veteran's Home,7/1/02,Female,R. W. Brooks,2002,1,netting
20023307,Megachile,apicalis,Saintsbury,8/7/02,Female,R. W. Brooks,2002,1,netting
20023308,Megachile,apicalis,Saintsbury,8/7/02,Female,R. W. Brooks,2002,1,netting
20023310,Megachile,apicalis,Saintsbury,8/7/02,Female,R. W. Brooks,2002,1,netting
20023311,Megachile,apicalis,Veteran's Home,7/1/02,Female,R. W. Brooks,2002,1,netting
20023312,Megachile,apicalis,Stag's Leap,8/26/02,Female,R. W. Brooks,2002,1,netting
20023312,Megachile,apicalis,Stag's Leap,8/26/02,Female,R. W. Brooks,2002,1,netting
20023313,Megachile,apicalis,Saintsbury,8/7/02,Female,R. W. Brooks,2002,1,netting
20023316,Megachile,brevis,Quintessa,5/23/02,Female,R. W. Brooks,2002,1,netting
20023325,Megachile,coquilletti,Saintsbury,7/26/02,Male,R. W. Brooks,2002,1,netting
20023326,Megachile,coquilletti,Saintsbury,8/22/02,Male,R. W. Brooks,2002,1,netting
20023327,Megachile,coquilletti,Saintsbury,7/26/02,Male,R. W. Brooks,2002,1,netting
20023332,Megachile,coquilletti,Saintsbury,8/22/02,Male,R. W. Brooks,2002,1,netting
20023333,Megachile,brevis,Veteran's Home,8/12/02,Male,R. W. Brooks,2002,1,netting
20023334,Megachile,coquilletti,Saintsbury,7/10/02,Male,R. W. Brooks,2002,1,netting
20023335,Megachile,coquilletti,Saintsbury,7/26/02,Male,R. W. Brooks,2002,1,netting
20023336,Megachile,coquilletti,Saintsbury,7/10/02,Male,R. W. Brooks,2002,1,netting
20023337,Megachile,coquilletti,Saintsbury,8/7/02,Male,R. W. Brooks,2002,1,netting
20023338,Megachile,coquilletti,Saintsbury,8/22/02,Male,R. W. Brooks,2002,1,netting
20023339,Megachile,coquilletti,Saintsbury,8/22/02,Male,R. W. Brooks,2002,1,netting
20023340,Megachile,coquilletti,Saintsbury,7/10/02,Male,R. W. Brooks,2002,1,netting
20023341,Megachile,coquilletti,Saintsbury,8/7/02,Male,R. W. Brooks,2002,1,netting
20023342,Megachile,coquilletti,Saintsbury,6/27/02,Male,R. W. Brooks,2002,1,netting
20023343,Megachile,coquilletti,Saintsbury,7/10/02,Male,R. W. Brooks,2002,1,netting
20023344,Megachile,coquilletti,Saintsbury,7/10/02,Male,R. W. Brooks,2002,1,netting
20023345,Megachile,coquilletti,Saintsbury,8/7/02,Male,R. W. Brooks,2002,1,netting
20023348,Megachile,coquilletti,Saintsbury,7/10/02,Male,R. W. Brooks,2002,1,netting
20023349,Megachile,coquilletti,Saintsbury,7/26/02,Male,R. W. Brooks,2002,1,netting
20023353,Megachile,apicalis,Saintsbury,6/27/02,Male,R. W. Brooks,2002,1,netting
20023354,Megachile,apicalis,Veteran's Home,7/1/02,Male,R. W. Brooks,2002,1,netting
20023357,Megachile,apicalis,Saintsbury,6/27/02,Male,R. W. Brooks,2002,1,netting
20023358,Megachile,apicalis,Goode,8/5/02,Male,R. W. Brooks,2002,1,netting
20023359,Megachile,apicalis,Saintsbury,7/10/02,Male,R. W. Brooks,2002,1,netting
20023360,Megachile,apicalis,Saintsbury,6/27/02,Male,R. W. Brooks,2002,1,netting
20023361,Megachile,apicalis,Saintsbury,6/27/02,Male,R. W. Brooks,2002,1,netting
20023362,Megachile,apicalis,Veteran's Home,7/1/02,Male,R. W. Brooks,2002,1,netting
20023364,Megachile,apicalis,Veteran's Home,7/31/02,Male,R. W. Brooks,2002,1,netting
20023365,Megachile,apicalis,Saintsbury,6/27/02,Male,R. W. Brooks,2002,1,netting
20023367,Megachile,apicalis,Saintsbury,7/10/02,Male,R. W. Brooks,2002,1,netting
20023368,Megachile,coquilletti,Veteran's Home,7/31/02,Male,R. W. Brooks,2002,1,netting
20023369,Megachile,coquilletti,Goode,8/21/02,Male,R. W. Brooks,2002,1,netting
20023371,Megachile,apicalis,Hudson,8/7/02,Male,R. W. Brooks,2002,1,netting
20023373,Megachile,coquilletti,Goode,8/21/02,Male,R. W. Brooks,2002,1,netting
20023375,Megachile,coquilletti,Veteran's Home,6/3/02,Male,R. W. Brooks,2002,1,netting
20023376,Megachile,apicalis,Stag's Leap,7/15/02,Male,R. W. Brooks,2002,1,netting
20023377,Megachile,apicalis,Stag's Leap,8/26/02,Male,R. W. Brooks,2002,1,netting
20023377,Megachile,apicalis,Stag's Leap,8/26/02,Male,R. W. Brooks,2002,1,netting
20023378,Megachile,apicalis,Veteran's Home,7/31/02,Male,R. W. Brooks,2002,1,netting
20023379,Megachile,montivaga,Saintsbury,7/26/02,Female,R. W. Brooks,2002,1,netting
20023385,Megachile,occidentalis,Stag's Leap,6/17/02,Male,R. W. Brooks,2002,1,netting
20023386,Megachile,montivaga,Saintsbury,8/7/02,Female,R. W. Brooks,2002,1,netting
20023387,Megachile,montivaga,Saintsbury,6/14/02,Female,R. W. Brooks,2002,1,netting
20023388,Megachile,montivaga,Saintsbury,7/26/02,Female,R. W. Brooks,2002,1,netting
20023392,Megachile,occidentalis,Quintessa,6/18/02,Male,R. W. Brooks,2002,1,netting
20023393,Megachile,occidentalis,Veteran's Home,6/3/02,Male,R. W. Brooks,2002,1,netting
20023394,Megachile,occidentalis,Goode,7/23/02,Male,R. W. Brooks,2002,1,netting
20023395,Megachile,coquilletti,Goode,8/21/02,Male,R. W. Brooks,2002,1,netting
20023397,Megachile,coquilletti,Saintsbury,7/26/02,Male,R. W. Brooks,2002,1,netting
20023398,Megachile,brevis,Veteran's Home,8/12/02,Male,R. W. Brooks,2002,1,netting
20023399,Megachile,coquilletti,Stag's Leap,8/12/02,Male,R. W. Brooks,2002,1,netting
20023401,Megachile,coquilletti,Goode,8/5/02,Male,R. W. Brooks,2002,1,netting
20023403,Megachile,coquilletti,Saintsbury,7/26/02,Male,R. W. Brooks,2002,1,netting
20023465,Nomada,sp.,Saintsbury,5/2/02,,,2002,1,netting
20023468,Osmia,coloradensis,Veteran's Home,5/3/02,Male,R. W. Brooks,2002,1,netting
20023473,Osmia,coloradensis,Goode,4/22/02,Male,R. W. Brooks,2002,1,netting
20023474,Osmia,coloradensis,Stag's Leap,5/24/02,Male,R. W. Brooks,2002,1,netting
20023481,Osmia,coloradensis,Veteran's Home,4/19/02,Male,R. W. Brooks,2002,1,netting
20023484,Andrena,angustitarsata,Goode,4/22/02,Female,Ro. Thorp,2002,1,netting
20023486,Lasioglossum,titusi,Goode,8/21/02,Female,R. W. Brooks,2002,1,netting
20023489,Lasioglossum,titusi,Goode,7/23/02,Female,R. W. Brooks,2002,1,netting
20023490,Lasioglossum,titusi,Goode,8/21/02,Female,R. W. Brooks,2002,1,netting
20023491,Lasioglossum,titusi,Goode,4/22/02,Female,R. W. Brooks,2002,1,netting
20023492,Lasioglossum,titusi,Goode,8/21/02,Female,R. W. Brooks,2002,1,netting
20023496,Ashmeadiella,californica,Veteran's Home,6/15/03,Male,R. W. Brooks,2003,1,netting
20023540,Lasioglossum,sp. 4,Wappo Hill,5/10/02,Female,R. W. Brooks,2002,1,netting
20023547,Lasioglossum,sp. 4,Wappo Hill,6/7/02,Female,R. W. Brooks,2002,1,netting
20023565,Lasioglossum,sp. 4,Goode,6/25/02,Female,R. W. Brooks,2002,1,netting
20023567,Lasioglossum,sp. 4,Goode,6/25/02,Female,R. W. Brooks,2002,1,netting
