Conditionsid,SiteID,date,samplenumber,bowlst,bowlfin,firstnet,secndnet,WindAM,WindPM,CloudsAM,CloudsPM,tempfirstnet,tempsecondnet,FieldCollectionNotes,FLAG,sunrise,Hightemp,Lowtemp
290,Kelham,8/22/03,,8:05:00 AM,4:20:00 PM,11:25:00 AM,12:00:00 PM,0,1,25-45% cover,25-45% cover,75.2,77.2,,,,,
289,Kunde,8/20/03,,9:20:00 AM,3:15:00 PM,9:30:00 AM,2:40:00 PM,0,0,Clear,Clear,74.3,93.8,,,,,
288,Bouverie Preserve,8/20/03,,9:00:00 AM,4:00:00 PM,10:40:00 AM,1:50:00 PM,1,1,Clear,Clear,74.7,94.5,,,,,
287,Goode,8/20/03,,8:15:00 AM,4:35:00 PM,1:35:00 PM,12:10:00 PM,1,1,Clear,Clear,78.8,82.7,,,,,
286,Saintsbury,8/14/03,,9:20:00 AM,,10:00:00 AM,1:00:00 PM,1,1,Clear,Clear,65.8,77,Cows on plot,,,,
285,Hudson,8/14/03,,8:50:00 AM,3:00:00 PM,10:10:00 AM,1:10:00 PM,0,1,Clear,Clear,65,78,NO BEES CAUGHT,,,,
284,Chateau St. Jean,8/14/03,,8:00:00 AM,,11:15:00 AM,,1,2,Clear,Clear,73,71,,,,,
294,Veteran's Home,8/8/03,,9:00:00 AM,3:05:00 PM,9:20:00 AM,2:30:00 PM,1,1,Clear,Clear,70.5,86.2,,,,,
293,Bouverie Preserve,8/8/03,,8:00:00 AM,4:10:00 PM,10:50:00 AM,12:00:00 PM,1,1,Clear,Clear,79.5,79.5,,,,,
282,Lake Hennessey,8/1/03,,8:40:00 AM,3:45:00 PM,10:15:00 AM,1:40:00 PM,0,0,5-25% cover,5-25% cover,77,89,NO Bees in AM or PM,,,,
281,Kelham,8/1/03,,8:10:00 AM,4:45:00 PM,11:30:00 AM,12:00:00 PM,1,1,5-25% cover,5-25% cover,85,87,,,,,
283,Quintessa,8/1/03,,9:00:00 AM,3:15:00 PM,9:20:00 AM,2:30:00 PM,0,1,5-25% cover,5-25% cover,73,91,,,,,
279,Goode,7/30/03,,8:00:00 AM,4:00:00 AM,11:50:00 AM,12:50:00 PM,1,0,over 50%,25-45% cover,81.3,89.9,Morning net was late; netted even though cloud cover exceeded 50%,,,,
280,Kunde,7/30/03,,9:05:00 AM,3:00:00 PM,11:00:00 AM,2:30:00 PM,0,1,over 50%,25-45% cover,69.5,83.4,Netted even though cloud cover exceeded 50%,,,,
278,Wappo Hill,7/25/03,,9:00:00 AM,3:00:00 PM,9:25:00 AM,2:30:00 PM,1,0,5-25% cover,5-25% cover,73,82,,,,,
277,Stag's Leap,7/25/03,,8:30:00 AM,3:50:00 PM,10:30:00 AM,1:30:00 PM,0,0,Clear,5-25% cover,75,82,,,,,
276,Veteran's Home,7/25/03,,7:50:00 AM,12:10:00 PM,11:30:00 AM,,1,0,over 50%,,67.1,0,"Morning netting only due to Thunderstorm, pulled bowls in early.",,,,
274,Hudson,7/23/03,,9:05:00 AM,3:17:00 PM,9:15:00 AM,2:45:00 PM,1,1,5-25% cover,over 50%,68,72,Netted even though over 50% cloud cover,,,,
273,Chateau St. Jean,7/23/03,,7:50:00 AM,4:45:00 PM,11:25:00 AM,12:05:00 PM,1,1,Clear,5-25% cover,83.1,78.2,,,,,
275,Saintsbury,7/23/03,,8:45:00 AM,4:00:00 PM,10:00:00 AM,1:50:00 PM,1,1,Clear,over 50%,68,70,Netted even though cover was over 50%,,,,
272,Quintessa,7/18/03,,8:35:00 AM,3:10:00 PM,9:50:00 AM,2:30:00 PM,0,0,Clear,Clear,83.5,104.5,,,,,
271,Kelham,7/18/03,,8:05:00 AM,4:00:00 PM,11:10:00 AM,12:00:00 PM,1,0,Clear,Clear,89.9,93.5,,,,,
270,Lake Hennessey,7/18/03,,9:00:00 AM,3:30:00 PM,9:05:00 AM,1:30:00 PM,0,0,Clear,Clear,73.5,101.2,"Netting attempted, no bees caught",,,,
269,Goode,7/18/03,,9:00:00 AM,3:15:00 PM,9:30:00 AM,3:06:00 PM,1,2,Clear,Clear,86,102,,,,,
268,Bouverie Preserve,7/18/03,,8:00:00 AM,4:15:00 PM,12:00:00 PM,12:30:00 PM,0,0,Clear,Clear,87,96,,,,,
267,Kunde,7/18/03,,8:30:00 AM,5:15:00 PM,10:50:00 AM,2:30:00 PM,0,1,Clear,Clear,96,102,,,,,
264,Stag's Leap,7/11/03,,9:15:00 AM,3:00:00 PM,9:30:00 AM,2:30:00 PM,0,1,Clear,Clear,68,82.5,,,,,
263,Wappo Hill,7/11/03,,8:45:00 AM,3:55:00 PM,10:30:00 AM,1:30:00 PM,1,1,Clear,Clear,74.3,91,,,,,
262,Veteran's Home,7/11/03,,8:10:00 AM,4:35:00 PM,11:25:00 AM,12:00:00 PM,0,0,Clear,Clear,82.5,83.6,,,,,
259,Chateau St. Jean,7/9/03,,8:12:00 AM,5:00:00 PM,11:35:00 AM,12:05:00 PM,0,1,Clear,Clear,88.2,89.4,,,4:54:00 AM,89,52
261,Saintsbury,7/9/03,,9:25:00 AM,3:30:00 PM,9:35:00 AM,2:40:00 PM,0,1,Clear,Clear,75,95.7,,,4:54:00 AM,89,52
260,Hudson,7/9/03,,8:55:00 AM,4:10:00 PM,10:30:00 AM,1:45:00 PM,1,1,Clear,Clear,79.1,94.3,,,4:54:00 AM,89,52
256,Kelham,7/2/03,,8:10:00 AM,4:10:00 PM,11:15:00 AM,12:00:00 PM,1,0,Clear,Clear,77.8,85,,,4:50:00 AM,81,50
258,Quintessa,7/2/03,,9:10:00 AM,3:00:00 PM,9:35:00 AM,2:30:00 PM,0,1,Clear,Clear,65.7,86.4,,,4:50:00 AM,81,50
257,Lake Hennessey,7/2/03,,8:50:00 AM,3:25:00 PM,10:15:00 AM,1:50:00 PM,0,1,Clear,Clear,71,85.6,,,4:50:00 AM,81,50
255,Stag's Leap,7/1/03,,10:00:00 AM,3:00:00 PM,10:00:00 AM,2:00:00 PM,1,2,Clear,Clear,28,28,1 Collector netted 1 hour per site AM and PM,,4:50:00 AM,82,55
254,Wappo Hill,7/1/03,,9:15:00 AM,3:30:00 PM,11:15:00 AM,12:15:00 PM,1,2,Clear,Clear,0,0,1 Collector netted 1 hour per site AM and PM,,4:50:00 AM,82,55
251,Kunde,6/30/03,,9:30:00 AM,3:00:00 PM,9:50:00 AM,2:30:00 PM,1,0,Morning Fog,Clear,68,82,Fog Cleared at 10 am,,4:50:00 AM,82,55
253,Goode,6/30/03,,8:00:00 AM,4:40:00 PM,11:50:00 AM,12:10:00 PM,2,2,Clear,Clear,76.2,75.9,,,4:50:00 AM,82,55
252,Bouverie Preserve,6/30/03,,8:50:00 AM,4:00:00 PM,10:50:00 AM,1:45:00 PM,1,1,Clear,Clear,75.3,79.5,,,4:50:00 AM,82,55
246,Saintsbury,6/24/03,,8:00:00 AM,5:50:00 PM,12:15:00 PM,1:30:00 PM,1,0,Clear,Clear,88.4,87,,,4:47:00 AM,91,50
247,Hudson,6/24/03,,8:35:00 AM,5:30:00 PM,11:30:00 AM,2:30:00 PM,1,0,Clear,Clear,84.4,88.9,,,4:47:00 AM,91,50
248,Chateau St. Jean,6/24/03,,9:20:00 AM,4:20:00 PM,9:50:00 AM,3:45:00 PM,1,1,Clear,Clear,84,88,,,4:47:00 AM,91,50
250,Veteran's Home,6/24/03,,8:30:00 AM,3:45:00 AM,11:00:00 AM,12:00:00 PM,1,3,Clear,Clear,30.8,33,,,4:47:00 AM,91,50
249,Kelham,6/24/03,,9:15:00 AM,3:00:00 PM,9:35:00 AM,1:49:00 PM,1,2,Clear,Clear,30.3,36,,,4:47:00 AM,91,50
243,Goode,6/20/03,,8:30:00 AM,4:50:00 PM,11:35:00 AM,12:00:00 PM,2,2,Clear,Clear,79.9,78.4,,,4:46:00 AM,80,50
245,Kunde,6/20/03,,9:30:00 AM,3:15:00 PM,9:40:00 AM,2:40:00 PM,1,1,Clear,Clear,76,79.5,,,4:46:00 AM,80,50
244,Bouverie Preserve,6/20/03,,9:09:00 AM,4:00:00 PM,10:45:00 AM,1:40:00 PM,1,1,Clear,Clear,75.2,78.3,,,4:46:00 AM,80,50
242,Stag's Leap,6/18/03,,9:30:00 AM,4:20:00 PM,10:30:00 AM,3:30:00 PM,0,0,25-45% cover,Clear,68,86,,,4:46:00 AM,82,53
241,Wappo Hill,6/18/03,,8:50:00 AM,5:25:00 AM,11:30:00 AM,2:10:00 PM,0,1,5-25% cover,Clear,78.2,84.2,,,4:46:00 AM,82,53
240,Quintessa,6/18/03,,8:10:00 AM,6:00:00 PM,12:30:00 PM,1:15:00 PM,1,1,Clear,Clear,78.4,83.8,,,4:46:00 AM,82,53
239,Lake Hennessey,6/15/03,,8:35:00 AM,3:00:00 PM,9:09:00 AM,1:25:00 PM,0,0,Clear,Clear,67.3,90,,,4:46:00 AM,83,50
238,Veteran's Home,6/15/03,,8:00:00 AM,4:00:00 PM,10:35:00 AM,12:00:00 PM,1,1,Clear,Clear,78.8,81,,,4:46:00 AM,83,50
266,Bouverie Preserve,6/5/03,,9:00:00 AM,9:30:00 AM,,,0,0,over 50%,over 50%,0,0,too cloudy,,,,
234,Chateau St. Jean,6/3/03,,8:05:00 AM,5:20:00 PM,12:10:00 PM,1:15:00 PM,1,1,Clear,Clear,85,87,,,4:47:00 AM,79,51
233,Hudson,6/3/03,,8:50:00 AM,4:30:00 PM,10:35:00 AM,2:05:00 PM,1,2,Clear,Clear,73.2,73.5,,,4:47:00 AM,79,51
237,Saintsbury,6/3/03,,9:15:00 AM,3:40:00 PM,9:30:00 AM,3:05:00 PM,0,0,Clear,Clear,72.5,78,,,4:47:00 AM,79,51
236,Saintsbury,5/30/03,,9:10:00 AM,10:15:00 AM,,,0,0,over 50%,over 50%,64.3,0,Ended earlly due to cloud cover,,4:48:00 AM,78,51
235,Chateau St. Jean,5/30/03,,8:10:00 AM,11:34:00 AM,,,1,0,over 50%,over 50%,67.6,0,Ended early due to heavy cloud cover,,4:48:00 AM,78,51
265,Hudson,5/30/03,,8:35:00 AM,10:33:00 AM,,,0,0,over 50%,over 50%,0,0,Too cloudy,,4:48:00 AM,78,51
227,Kelham,5/23/03,,8:20:00 AM,4:25:00 PM,11:20:00 AM,12:15:00 PM,1,1,Clear,Clear,81.3,80,,,4:52:00 AM,78,54
231,Veteran's Home,5/23/03,,8:45:00 AM,3:45:00 PM,10:20:00 AM,1:31:00 PM,1,0,Clear,Clear,80,85,,,4:52:00 AM,78,54
230,Stag's Leap,5/23/03,,9:15:00 AM,3:30:00 PM,9:30:00 AM,2:30:00 PM,1,0,Clear,Clear,75,80,,,4:52:00 AM,78,54
229,Quintessa,5/23/03,,9:10:00 AM,3:00:00 PM,9:21:00 AM,2:20:00 PM,0,1,Clear,Clear,72.2,86.3,,,4:52:00 AM,78,54
228,Lake Hennessey,5/23/03,,8:53:00 AM,3:45:00 PM,10:05:00 AM,1:30:00 PM,1,0,Clear,Clear,72.6,87.6,,,4:52:00 AM,78,54
232,Wappo Hill,5/23/03,,8:15:00 AM,4:15:00 PM,11:35:00 AM,12:30:00 PM,0,0,Morning Fog,Clear,80,83,,,4:52:00 AM,78,54
222,Bouverie Preserve,5/16/03,,8:30:00 AM,4:45:00 PM,11:15:00 AM,2:00:00 PM,0,1,Clear,25-45% cover,67.46,74.48,,,4:58:00 AM,76,45
220,Goode,5/16/03,,8:00:00 AM,5:30:00 PM,12:15:00 PM,1:05:00 PM,1,1,Clear,25-45% cover,75.2,72.14,,,4:58:00 AM,76,45
221,Kunde,5/16/03,,9:31:00 AM,4:00:00 PM,9:45:00 AM,3:00:00 PM,1,1,Clear,Clear,66.74,74.66,,,4:58:00 AM,76,45
223,Saintsbury,5/16/03,,9:15:00 AM,3:30:00 AM,9:20:00 AM,2:35:00 PM,0,1,Morning Fog,5-25% cover,63,74.1,,,4:58:00 AM,76,45
225,Chateau St. Jean,5/16/03,,8:00:00 AM,4:40:00 PM,11:20:00 AM,12:30:00 PM,0,1,5-25% cover,25-45% cover,72,74,,,4:58:00 AM,76,45
224,Hudson,5/16/03,,8:40:00 AM,3:50:00 PM,10:15:00 AM,1:35:00 PM,1,1,Morning Fog,25-45% cover,65,72,,,4:58:00 AM,76,45
219,Kelham,5/9/03,,8:30:00 AM,5:30:00 AM,12:10:00 PM,1:00:00 PM,1,1,25-45% cover,25-45% cover,65.66,67.1,,,5:04:00 AM,66,39
218,Quintessa,5/9/03,,9:15:00 AM,3:45:00 PM,10:05:00 AM,3:05:00 PM,0,1,Clear,5-25% cover,55.22,66.56,,,5:04:00 AM,66,39
217,Lake Hennessey,5/9/03,,9:00:00 AM,4:15:00 AM,10:45:00 AM,2:05:00 PM,1,1,Clear,Clear,59.36,67.28,,,5:04:00 AM,66,39
216,Wappo Hill,5/9/03,,8:50:00 AM,3:40:00 AM,9:40:00 AM,1:35:00 AM,0,0,Clear,25-45% cover,,,,,5:04:00 AM,66,39
215,Stag's Leap,5/9/03,,9:10:00 AM,3:50:00 PM,11:35:00 AM,12:35:00 PM,0,1,25-45% cover,25-45% cover,,,0155-12 Apis,,5:04:00 AM,66,39
214,Veteran's Home,5/9/03,,8:30:00 AM,3:15:00 PM,10:40:00 AM,2:40:00 PM,0,0,,25-45% cover,,,,,5:04:00 AM,66,39
213,Kunde,5/7/03,,8:15:00 AM,12:50:00 PM,12:00:00 PM,,1,1,over 50%,,,,Ended early due to clouds.,,5:07:00 AM,68,44
212,Bouverie Preserve,5/7/03,,8:45:00 AM,1:40:00 PM,11:00:00 AM,,1,1,over 50%,,,,Ended early due to clouds.,,5:07:00 AM,68,44
211,Goode,5/7/03,,9:15:00 AM,3:10:00 PM,9:45:00 AM,2:35:00 PM,1,2,over 50%,,,,,,5:07:00 AM,68,44
207,Saintsbury,4/19/03,,9:00:00 AM,4:30:00 PM,9:20:00 AM,3:40:00 PM,0,1,5-25% cover,5-25% cover,,,,,5:28:00 AM,73,42
206,Hudson,4/19/03,,8:41:00 AM,5:00:00 PM,11:02:00 AM,2:30:00 PM,2,1,5-25% cover,5-25% cover,,,,,5:28:00 AM,73,42
205,Chateau St. Jean,4/19/03,,8:00:00 AM,6:20:00 PM,11:55:00 AM,1:10:00 PM,1,1,Clear,Clear,,,,,5:28:00 AM,73,42
204,Veteran's Home,4/11/03,,9:38:00 AM,1:31:00 PM,12:00:00 PM,,0,0,Clear,Clear,,,"First netting only 45 minutes. Sky clouded over in the afternoon, so ended early.",,5:40:00 AM,68,40
203,Rector Reservoir,4/11/03,,10:20:00 AM,2:25:00 PM,10:23:00 AM,,1,0,Clear,Clear,,,Clouded over in the early afternoon.,,5:40:00 AM,68,40
202,Wappo Hill,4/11/03,,9:45:00 AM,3:30:00 PM,9:57:00 AM,12:05:00 PM,0,0,5-25% cover,5-25% cover,,,,,5:40:00 AM,68,40
201,Quintessa,4/8/03,,9:46:00 AM,3:38:00 AM,9:46:00 AM,2:27:00 AM,1,2,Clear,Clear,,,,,5:44:00 AM,77,44
200,Lake Hennessey,4/8/03,,9:11:00 AM,4:14:00 PM,11:07:00 AM,12:56:00 PM,0,1,Clear,Clear,,,,,5:44:00 AM,77,44
198,Bouverie Preserve,3/28/03,,9:25:00 AM,5:50:00 PM,10:45:00 AM,3:15:00 PM,1,1,Clear,Clear,,,,,5:59:00 AM,74,52
197,Kunde,3/28/03,,9:50:00 AM,5:15:00 PM,10:06:00 AM,4:10:00 PM,2,2,Clear,Clear,,,,,5:59:00 AM,74,52
199,Goode,3/28/03,,8:46:00 AM,6:30:00 PM,11:45:00 AM,2:00:00 PM,1,1,Clear,Clear,,,,,5:59:00 AM,74,52
193,Chateau St. Jean,3/21/03,,10:00:00 AM,2:00:00 PM,11:10:00 AM,2:00:00 PM,0,1,Clear,Clear,,,Netted for an extra 15 minutes in both afternoon and in the morning since we were just learning.,,6:12:00 AM,67,51
192,Saintsbury,3/18/03,,10:10:00 AM,3:45:00 PM,10:30:00 AM,3:00:00 AM,0,0,Clear,Clear,,,,,6:16:00 AM,70,72
191,Hudson,3/18/03,,9:45:00 AM,4:30:00 AM,11:45:00 AM,2:00:00 PM,1,2,Clear,Clear,,,,,6:16:00 AM,70,42
195,Stag's Leap,9/29/02,,8:30:00 AM,4:50:00 PM,,,0,0,over 50%,over 50%,,,no netting,,6:03:00 AM,73,49
194,Rector Reservoir,9/29/02,,9:15:00 AM,4:30:00 PM,,,0,0,over 50%,over 50%,,,no netting,,6:03:00 AM,73,49
196,Wappo Hill,9/29/02,,8:45:00 AM,5:15:00 PM,,,0,0,over 50%,over 50%,,,no netting,,6:03:00 AM,73,49
190,Hudson,9/21/02,,,,,,0,0,,,,,,,5:56:00 AM,92,48
189,Saintsbury,9/21/02,,,,,,0,0,,,,,,,5:56:00 AM,92,48
186,Quintessa,9/20/02,,9:00:00 AM,4:00:00 PM,,,0,2,Clear,Clear,,,,,5:55:00 AM,98,55
188,Veteran's Home,9/20/02,,8:15:00 AM,4:20:00 PM,,,0,2,Clear,Clear,,,,,5:55:00 AM,98,55
187,Lake Hennessey,9/20/02,,8:40:00 AM,3:45:00 PM,,,0,2,Clear,Clear,,,,,5:55:00 AM,98,55
184,Kunde,9/16/02,,9:15:00 AM,7:00:00 PM,,,0,2,Clear,Clear,,,,,5:52:00 AM,79,51
183,Goode,9/16/02,,8:30:00 AM,8:00:00 PM,,,0,2,Clear,Clear,,,,,5:52:00 AM,79,51
182,Chateau St. Jean,9/16/02,,8:15:00 AM,8:30:00 PM,,,0,2,Clear,Clear,,,,,5:52:00 AM,79,51
185,Bouverie Preserve,9/16/02,,8:45:00 AM,7:30:00 PM,,,0,2,Clear,Clear,,,,,5:52:00 AM,79,51
181,Rector Reservoir,8/30/02,,9:05:00 AM,3:00:00 PM,10:15:00 AM,2:20:00 PM,0,7,Clear,Clear,,,,,5:37:00 AM,76,54
180,Lake Hennessey,8/30/02,,8:30:00 AM,3:50:00 PM,11:45:00 AM,12:45:00 PM,2,4,Clear,Clear,,,,,5:37:00 AM,76,54
179,Quintessa,8/30/02,,8:15:00 AM,3:30:00 PM,11:00:00 AM,1:30:00 PM,0,0,Clear,Clear,,,,,5:37:00 AM,76,54
169,Stag's Leap,8/26/02,,8:30:00 AM,4:00:00 PM,11:30:00 AM,1:10:00 PM,0,0,Clear,Clear,,,,DUP,5:33:00 AM,92,51
168,Wappo Hill,8/26/02,,8:15:00 AM,3:40:00 PM,10:15:00 AM,1:50:00 PM,0,0,Clear,Clear,,,,,5:33:00 AM,92,51
171,Stag's Leap,8/26/02,,8:30:00 AM,4:00:00 PM,11:30:00 AM,1:10:00 PM,0,0,Clear,Clear,,,,,5:33:00 AM,92,51
167,Veteran's Home,8/26/02,,9:00:00 AM,3:15:00 PM,9:20:00 AM,2:45:00 PM,0,0,Clear,Clear,,,,,5:33:00 AM,92,51
166,Hudson,8/22/02,,8:30:00 AM,,,1:00:00 PM,4,2,,,,,,,5:30:00 AM,77,54
165,Saintsbury,8/22/02,,9:00:00 AM,3:15:00 PM,11:45:00 AM,2:15:00 AM,7,7,Clear,Clear,,,,,5:30:00 AM,77,54
163,Goode,8/21/02,,9:00:00 AM,3:30:00 PM,9:30:00 AM,12:45:00 PM,4,14,Clear,Clear,,,,,5:29:00 AM,83,52
164,Chateau St. Jean,8/21/02,,8:35:00 AM,3:00:00 PM,11:00:00 AM,2:00:00 PM,8,10,Clear,Clear,,,,,5:29:00 AM,83,52
161,Kunde,8/20/02,,9:00:00 AM,3:00:00 PM,9:15:00 AM,2:00:00 PM,0,0,Clear,Clear,,,,,5:28:00 AM,83,53
162,Bouverie Preserve,8/20/02,,8:30:00 AM,3:30:00 AM,10:30:00 AM,12:30:00 PM,8,9,Clear,Clear,,,,,5:28:00 AM,83,53
160,Lake Hennessey,8/19/02,,8:40:00 AM,3:30:00 PM,11:55:00 AM,1:00:00 AM,0,0,Clear,Clear,,,,,5:27:00 AM,70,52
158,Quintessa,8/19/02,,8:10:00 AM,3:50:00 PM,11:15:00 AM,1:40:00 AM,0,0,Clear,Clear,,,,,5:27:00 AM,70,52
159,Rector Reservoir,8/19/02,,9:00:00 AM,3:00:00 AM,10:30:00 AM,2:30:00 AM,0,12,Clear,Clear,,,,,5:27:00 AM,70,52
153,Stag's Leap,8/12/02,,9:40:00 AM,3:50:00 AM,9:50:00 AM,2:00:00 AM,5,7,Clear,Clear,,,,,5:21:00 AM,87,51
154,Wappo Hill,8/12/02,,9:10:00 AM,3:15:00 AM,9:50:00 AM,2:45:00 PM,5,7,Clear,Clear,,,,,5:21:00 AM,87,51
152,Veteran's Home,8/12/02,,8:40:00 AM,4:15:00 AM,11:45:00 AM,1:00:00 PM,5,5,Clear,Clear,,,,,5:21:00 AM,87,51
157,Saintsbury,8/7/02,,9:35:00 AM,4:00:00 PM,9:45:00 AM,2:00:00 PM,0,12,Clear,Clear,,,,,5:17:00 AM,90,52
156,Hudson,8/7/02,,9:15:00 AM,3:15:00 PM,10:45:00 AM,2:45:00 PM,3,12,Clear,Clear,,,,,5:17:00 AM,90,52
155,Chateau St. Jean,8/7/02,,8:15:00 AM,4:35:00 PM,11:40:00 AM,1:00:00 PM,8,8,Clear,Clear,,,,,5:17:00 AM,90,52
150,Kunde,8/5/02,,9:10:00 AM,3:30:00 AM,9:25:00 AM,2:55:00 PM,3,8,Clear,Clear,,,,,5:15:00 AM,83,52
151,Goode,8/5/02,,8:15:00 AM,4:45:00 PM,11:30:00 AM,12:55:00 PM,0,8,Clear,Clear,,,,,5:15:00 AM,83,52
149,Bouverie Preserve,8/5/02,,8:45:00 AM,4:00:00 PM,10:20:00 AM,2:05:00 PM,5,0,,,,,,,5:15:00 AM,83,52
176,Veteran's Home,7/31/02,,9:05:00 AM,3:10:00 PM,9:15:00 AM,1:00:00 PM,2,5,Clear,Clear,,,,,5:11:00 AM,83,58
178,Wappo Hill,7/31/02,,8:45:00 AM,4:00:00 PM,11:05:00 AM,2:30:00 PM,5,8,Clear,Clear,,,,,5:11:00 AM,83,58
177,Stag's Leap,7/31/02,,8:30:00 AM,3:30:00 PM,10:15:00 AM,1:50:00 PM,4,7,Clear,Clear,,,,,5:11:00 AM,83,58
174,Rector Reservoir,7/29/02,,9:10:00 AM,3:00:00 PM,9:50:00 AM,2:00:00 PM,0,5,Morning Fog,Clear,,,,,5:09:00 AM,79,59
173,Quintessa,7/29/02,,8:25:00 AM,3:30:00 PM,10:45:00 AM,1:00:00 PM,0,5,Morning Fog,Clear,,,,,5:09:00 AM,79,59
172,Lake Hennessey,7/29/02,,8:40:00 AM,4:00:00 PM,11:30:00 AM,12:30:00 PM,0,0,Morning Fog,Clear,,,,,5:09:00 AM,79,59
21,Hudson,7/26/02,,9:00:00 AM,3:15:00 PM,10:20:00 AM,2:00:00 PM,2,0,Clear,Clear,,,,,5:06:00 AM,81,55
148,Hudson,7/26/02,,9:00:00 AM,3:15:00 PM,10:20:00 AM,2:00:00 PM,2,,Clear,Clear,,,,DUP,5:06:00 AM,81,55
147,Saintsbury,7/26/02,,8:25:00 AM,3:45:00 PM,11:20:00 AM,1:30:00 PM,0,0,Clear,Clear,,,,,5:06:00 AM,81,55
146,Chateau St. Jean,7/23/02,,8:30:00 AM,3:20:00 PM,10:40:00 AM,2:20:00 PM,3,3,Clear,Clear,,,,,5:04:00 AM,80,52
145,Goode,7/23/02,,8:55:00 AM,3:45:00 PM,9:00:00 AM,12:45:00 PM,2,3,Clear,Clear,,,,,5:04:00 AM,80,52
144,Bouverie Preserve,7/22/02,,8:30:00 AM,3:00:00 PM,11:55:00 AM,2:15:00 PM,2,,Clear,Clear,,,,,5:03:00 AM,78,55
143,Kunde,7/22/02,,9:00:00 AM,3:30:00 PM,11:05:00 AM,1:20:00 PM,2,,,,,,,,5:03:00 AM,78,55
142,Quintessa,7/17/02,,8:30:00 AM,3:00:00 PM,11:10:00 AM,2:00:00 PM,0,,Clear,Clear,,,,,4:59:00 AM,76,54
141,Lake Hennessey,7/17/02,,9:00:00 AM,3:30:00 AM,10:00:00 AM,12:45:00 PM,0,,Clear,Clear,,,,,4:59:00 AM,76,54
139,Veteran's Home,7/16/02,,8:30:00 AM,4:00:00 PM,11:10:00 AM,12:45:00 PM,0,,Clear,Clear,,,,,4:59:00 AM,77,54
140,Rector Reservoir,7/16/02,,9:05:00 AM,3:05:00 PM,9:55:00 AM,2:05:00 PM,3,3,Clear,Clear,,,,,4:59:00 AM,77,54
136,Wappo Hill,7/15/02,,9:00:00 AM,3:00:00 PM,9:50:00 AM,1:55:00 PM,2,3,Clear,5-25% cover,,,,,4:58:00 AM,70,55
137,Stag's Leap,7/15/02,,8:30:00 AM,3:20:00 PM,10:50:00 AM,12:58:00 PM,1,2,25-45% cover,5-25% cover,,,,,4:58:00 AM,70,55
112,Hudson,7/10/02,,8:35:00 AM,3:00:00 PM,11:00:00 AM,2:00:00 PM,2,3,Clear,Clear,,,,,4:54:00 AM,103,60
113,Saintsbury,7/10/02,,9:05:00 AM,3:30:00 PM,9:30:00 AM,1:50:00 PM,2,3,Clear,Clear,,,,,4:54:00 AM,103,60
110,Kunde,7/9/02,,9:02:00 AM,3:00:00 PM,9:15:00 AM,12:45:00 PM,0,2,Clear,Clear,,,,,4:54:00 AM,102,56
111,Bouverie Preserve,7/9/02,,8:30:00 AM,3:00:00 PM,10:45:00 AM,2:00:00 PM,3,0,Clear,Clear,,,,,4:54:00 AM,102,56
108,Goode,7/8/02,,9:10:00 AM,3:10:00 PM,9:30:00 AM,2:15:00 PM,0,4,Clear,Clear,,,,,4:53:00 AM,96,51
109,Chateau St. Jean,7/8/02,,8:40:00 AM,3:00:00 PM,10:30:00 AM,1:00:00 PM,0,,Clear,Clear,,,,,4:53:00 AM,96,51
107,Wappo Hill,7/3/02,,9:05:00 AM,3:00:00 PM,11:30:00 AM,2:30:00 PM,2,,Clear,Clear,,,,,4:50:00 AM,74,53
106,Stag's Leap,7/3/02,,8:35:00 AM,3:30:00 PM,10:30:00 AM,1:30:00 PM,2,3,Clear,Clear,,,,,4:50:00 AM,74,53
105,Lake Hennessey,7/2/02,,9:05:00 AM,3:30:00 PM,9:10:00 AM,12:45:00 PM,0,3,Clear,Clear,,,,,4:50:00 AM,73,58
104,Quintessa,7/2/02,,8:35:00 AM,3:00:00 PM,10:25:00 AM,2:00:00 PM,0,,Clear,Clear,,,,,4:50:00 AM,73,58
103,Rector Reservoir,7/1/02,,9:00:00 AM,3:00:00 PM,9:20:00 AM,2:00:00 PM,2,,Clear,Clear,,,,,4:49:00 AM,92,59
102,Veteran's Home,7/1/02,,8:45:00 AM,3:30:00 PM,10:30:00 AM,1:00:00 PM,0,,,,,,,,4:49:00 AM,92,59
100,Hudson,6/27/02,,8:30:00 AM,3:00:00 PM,10:45:00 AM,2:00:00 PM,3,3,Clear,Clear,,,,,4:48:00 AM,75,54
101,Saintsbury,6/27/02,,9:00:00 AM,3:30:00 PM,9:25:00 AM,12:50:00 PM,0,3,Clear,Clear,,,,,4:48:00 AM,75,54
98,Goode,6/25/02,,9:05:00 AM,3:30:00 PM,9:15:00 AM,12:50:00 PM,0,,Clear,Clear,,,,,4:47:00 AM,81,54
99,Chateau St. Jean,6/25/02,,8:30:00 AM,3:00:00 PM,10:45:00 AM,2:00:00 PM,0,2,Clear,Clear,,,,,4:47:00 AM,81,54
97,Kunde,6/24/02,,9:00:00 AM,3:30:00 PM,10:45:00 AM,1:15:00 AM,0,,Clear,Clear,,,,wrong obsnet name?,4:47:00 AM,81,55
96,Bouverie Preserve,6/24/02,,8:30:00 AM,3:00:00 PM,9:30:00 AM,2:00:00 PM,2,,Clear,Clear,,,,,4:47:00 AM,81,55
